sample_id,SampleCode,city,state,sample_date,Year,MonthNum,Month,CP,DOM,DOMCP,Longitude,Latitude,MAP,MAT,C3G,Forb,Leg,C4G,Woody
140571,BisonS018712,Augusta,KS,9/4/19,1,9,Sep,79.4,563.7,7.1,-96.98,37.69,956.5100098,13.94999981,0.053305947,0.215864631,0.257726918,0.473102503,0
141024,BisonS019165,Mountain grove,MO,4/9/19,1,4,Apr,151.4,642.5,4.24,-92.26,37.13,1169.660034,12.76000023,0.395584832,0.227790636,0.241855082,0.120526971,0.014242479
141025,BisonS019166,Mountain grove,MO,5/8/19,1,5,May,131.2,622.7,4.75,-92.26,37.13,1169.660034,12.76000023,0.171398481,0.738294792,0.042608277,0,0.04769845
141026,BisonS019167,Mountain grove,MO,6/3/19,1,6,Jun,157.6,666.6,4.23,-92.26,37.13,1169.660034,12.76000023,0.082722946,0.023255813,0.887657938,0.00320454,0.003158763
141027,BisonS019168,Mountain grove,MO,7/8/19,1,7,Jul,132.1,634.4,4.8,-92.26,37.13,1169.660034,12.76000023,0.019074797,0.005206769,0.963552618,0.012165816,0
141028,BisonS019169,Mountain grove,MO,8/4/19,1,8,Aug,157.4,665.7,4.23,-92.26,37.13,1169.660034,12.76000023,0.002475643,0,0.996566044,0.000958313,0
141029,BisonS019170,Mountain grove,MO,9/9/19,1,9,Sep,115.5,614,5.32,-92.26,37.13,1169.660034,12.76000023,0.025990425,0.13731783,0.74383122,0.092860525,0
,S016533,Perkins,OK,6/22/18,0,6,Jun,111.1,637.8,5.7,-97.02,35.93,953,15.8,0.867137657,0.006587975,0.043244624,0.076405034,0.006624709
,S016564,Waco,TX,6/20/18,0,6,Jun,72.7,585.2,8,-97.11,31.45,907.18,19.3,0.077779573,0.035312193,0.845441976,0.041156772,0.000309485
,S018030,Waco,TX,9/26/18,0,9,Sep,101.4,618.4,6.1,-97.11,31.45,907.18,19.3,0.317136886,0.182079415,0.235632183,0.213427378,0.051724138
,S016544,Morocco,IN,6/22/18,0,6,Jun,117.5,632.1,5.4,-87.45,41.05,972.88,10.2,0.254281951,0.023386033,0.00461133,0.047760212,0.669960475
,S017993,Morocco,IN,9/28/18,0,9,Sep,68.3,557.9,8.2,-87.45,41.05,972.88,10.2,0.206438069,0.112841148,0.072253324,0.199265221,0.409202239
143073,S018869K,Morocco,IN,4/8/19,1,4,Apr,80.2,537.4,6.7,-87.45,41.05,969.3300171,10.27000046,0.177237355,0.385214008,0,0.032879377,0.40466926
143075,S018880K,Morocco,IN,5/6/19,1,5,May,119.5,593.1,4.96,-87.45,41.05,969.3300171,10.27000046,0.061279749,0.032492519,0.010973351,0.030354853,0.864899529
143078,S018881K,Morocco,IN,6/8/19,1,6,Jun,122.1,625.1,5.12,-87.45,41.05,969.3300171,10.27000046,0.237138349,0.479431878,0.036191478,0.119831667,0.127406628
143081,S018723K,Morocco,IN,7/8/19,1,7,Jul,111.3,632,5.68,-87.45,41.05,969.3300171,10.27000046,0.102195869,0.136199388,0.68581488,0.050310386,0.025479477
143084,S018899K,Morocco,IN,8/8/19,1,8,Aug,111.2,619,5.57,-87.45,41.05,969.3300171,10.27000046,0.26106059,0.350771432,0.089302135,0.135690201,0.163175641
143088,S018992K,Morocco,IN,9/6/19,1,9,Sep,112,561.5,5.01,-87.45,41.05,969.3300171,10.27000046,0.004426814,0.583304588,0,0.098712199,0.313556399
141169,Bison141169,Weston,WY,4/4/19,1,4,Apr,49.1,594.4,12.11,-105.34,44.64,347.8299866,7.659999847,0.208359216,0.397107108,0.342532611,0.052001065,0
141170,BisonS018919,Weston,WY,6/7/19,1,6,Jun,121,661.3,5.47,-105.34,44.64,347.8299866,7.659999847,0.224906915,0.475164384,0.101639863,0.052047848,0.146240989
141171,BisonS018927,Weston,WY,7/7/19,1,7,Jul,98.4,620.7,6.31,-105.34,44.64,347.8299866,7.659999847,0.138545953,0.489346137,0.346319159,0.020941928,0.004846823
141172,Bison141172,Weston,WY,8/7/19,1,8,Aug,73.8,597.5,8.1,-105.34,44.64,347.8299866,7.659999847,0.004400163,0.00591746,0.989682377,0,0
141173,BisonS018956,Weston,WY,9/1/19,1,9,Sep,64.2,579.4,9.02,-105.34,44.64,347.8299866,7.659999847,0.033834358,0.31588876,0.646808254,0.003468629,0
,S016568,Weston,WY,6/19/18,0,6,Jun,97.7,604.2,6.2,-105.25,44.68,375.7,7.5,0.151951686,0.510972685,0.328034644,0.006707876,0.002333109
,S016569,Sewanee,TN,6/18/18,0,6,Jun,90.9,568,6.2,-85.87,35.2,1566.2,13.7,0.426082086,0.104489008,0.314557314,0.154426965,0.000444627
,S017992,Sewanee,TN,9/24/18,0,9,Sep,95.2,592.1,6.2,-85.87,35.2,1566.2,13.7,0.337765958,0.302698976,0.118991332,0.240248226,0.000295508
140990,BisonS018834,Sewanee,TN,4/7/19,1,4,Apr,126,625.4,4.96,-85.92,35.2,1547.650024,13.80000019,0.34115579,0.037925732,0.243067458,0.232388485,0.145462535
140991,BisonS018986,Sewanee,TN,5/6/19,1,5,May,131,608,4.64,-85.92,35.2,1547.650024,13.80000019,0.098692303,0.058101896,0.58535638,0.048585485,0.209263935
140992,BisonS018931,Sewanee,TN,6/4/19,1,6,Jun,117,609,5.21,-85.92,35.2,1547.650024,13.80000019,0.015569833,0,0.976847831,0.005672282,0.001910053
140993,BisonS018887,Sewanee,TN,7/5/19,1,7,Jul,121,609.6,5.04,-85.92,35.2,1547.650024,13.80000019,0.21951438,0.075889259,0.562942388,0.137711674,0.0039423
140994,BisonS018838,Sewanee,TN,8/6/19,1,8,Aug,106.2,592.2,5.58,-85.92,35.2,1547.650024,13.80000019,0.1808505,0.164009955,0.527352646,0.085897369,0.04188953
140995,BisonS018948,Sewanee,TN,9/5/19,1,9,Sep,94,596,6.34,-85.92,35.2,1547.650024,13.80000019,0.33635211,0.062488679,0.50249049,0.095589569,0.003079153
141055,BisonS018879,Canton,KS,4/28/19,1,5,May,87.7,611.6,6.97,-97.43,38.39,829.5800171,13.14000034,0.178565438,0.362050653,0.146586906,0.285626432,0.027170571
141056,Bison141056,Canton,KS,5/9/19,1,5,May,98.6,618,6.27,-97.43,38.39,829.5800171,13.14000034,0.113135403,0.146573699,0.297121007,0.421877344,0.021292547
141057,BisonS018861,Canton,KS,6/4/19,1,6,Jun,103.4,630.1,6.09,-97.43,38.39,829.5800171,13.14000034,0.114372439,0.629169828,0.179936258,0.076521475,0
141060,BisonS018778,Canton,KS,7/5/19,1,7,Jul,82.4,613.6,7.45,-97.43,38.39,829.5800171,13.14000034,0.042395087,0.190928224,0.602508482,0.155964091,0.008204116
141062,BisonS018888,Canton,KS,8/9/19,1,8,Aug,65.3,584.8,8.96,-97.43,38.39,829.5800171,13.14000034,0.085194091,0.124527653,0.533236002,0.250944693,0.006097561
141064,BisonS018713,Canton,KS,9/9/19,1,9,Sep,51.4,563,10.95,-97.43,38.39,829.5800171,13.14000034,0.002556074,0.557543613,0.003258995,0.436641318,0
,S016536,Gordon,NE,6/18/18,0,6,Jun,71.6,616.5,8.6,-102.2,42.8,473.27,8.4,0.59100161,0.158428333,0.190960907,0.056921843,0.002687308
,S016575,Gordon,NE,6/18/18,0,6,Jun,84.2,597.7,7.1,-102.2,42.8,473.27,8.4,0.790897605,0.145855947,0.034925807,0.023887055,0.004433586
141037,BisonS018765,Gordon,NE,4/15/19,1,4,Apr,51.4,563.6,10.96,-102.2,42.8,474.1000061,8.420000076,0.205144388,0.096733469,0.539424546,0.137131136,0.021566461
141038,BisonS018976,Gordon,NE,5/15/19,1,5,May,63.7,602.7,9.46,-102.2,42.8,474.1000061,8.420000076,0.462630608,0.404671174,0.095267363,0,0.037430855
141040,Bison141040,Gordon,NE,6/15/19,1,6,Jun,97.1,638.9,6.58,-102.2,42.8,474.1000061,8.420000076,0.270416217,0.547644762,0.069037136,0.092963363,0.019938523
141042,BisonS018902,Gordon,NE,7/15/19,1,7,Jul,67.8,583.7,8.61,-102.2,42.8,474.1000061,8.420000076,0.332106825,0.189139466,0.45916914,0.018456973,0.001127596
141043,BisonS018774,Gordon,NE,8/15/19,1,8,Aug,73.3,616.9,8.42,-102.2,42.8,474.1000061,8.420000076,0.238072693,0.542580612,0.064225975,0.15512072,0
141044,Bison141044,Gordon,NE,9/15/19,1,9,Sep,57.8,584.8,10.12,-102.2,42.8,474.1000061,8.420000076,0.012404749,0.011297184,0.962564238,0.01373383,0
,S017983,Gordon,NE,9/27/18,0,9,Sep,45.6,583.8,12.8,-102.2,42.81,474.1,8.4,0.062599553,0.270946161,0.596846129,0.069608157,0
,S016581,Wilmington,IL,9/17/18,0,9,Sep,135,598.7,4.4,-88.13,41.34,946.25,10,0.068583096,0.066759111,0.846417607,0.017802421,0.000437764
140531,BisonS018980,Wilmington,IL,4/5/19,1,4,Apr,89.5,546.6,6.11,-88.15,41.31,945.4799805,9.93999958,0.294774362,0.027910418,0.663797162,0,0.013518058
140532,BisonS018890,Wilmington,IL,6/7/19,1,6,Jun,145.1,659.7,4.55,-88.15,41.31,945.4799805,9.93999958,0.073156385,0.474965075,0.445040807,0,0.006837733
140533,BisonS018978,Wilmington,IL,7/3/19,1,7,Jul,120.7,619.8,5.14,-88.15,41.31,945.4799805,9.93999958,0.269192914,0.009744093,0.721062992,0,0
140534,BisonS018818,Wilmington,IL,8/5/19,1,8,Aug,111.9,579.7,5.18,-88.15,41.31,945.4799805,9.93999958,0.052155357,0.004780197,0.94221084,0,0.000853606
140535,BisonS018954,Wilmington,IL,9/4/19,1,9,Sep,135.3,604,4.46,-88.15,41.31,945.4799805,9.93999958,0.330420787,0.024258451,0.640492065,0.004828697,0
,S016557,Kenefic,OK,7/9/18,0,7,Jul,87.2,613.9,7.04,-96.41,34.26,1085.46,16.7,0.030431373,0.04517647,0.584313725,0.340078432,0
,S017987,Kenefic,OK,9/23/18,0,9,Sep,55.5,547.4,9.9,-96.41,34.26,1085.46,16.7,0.025874398,0.417500976,0.142764271,0.412040046,0.001820309
141208,BisonS018775,Atoka,OK,4/1/19,1,4,Apr,131,625,4.77,-96.36,34.15,1098.670044,16.87999916,0.301974665,0.375465723,0.095566319,0.186195976,0.040797318
141209,BisonS018895,Atoka,OK,5/1/19,1,5,May,141,627,4.45,-96.36,34.15,1098.670044,16.87999916,0.015157329,0.373944743,0.566721029,0.032569072,0.011607828
141210,BisonS018987,Atoka,OK,6/1/19,1,6,Jun,115.7,609.9,5.27,-96.36,34.15,1098.670044,16.87999916,0,0.08101706,0.914755181,0.00422776,0
141211,BisonS018748,Atoka,OK,7/1/19,1,7,Jul,77,568,7.38,-96.36,34.15,1098.670044,16.87999916,0.002779214,0.02216908,0.961995864,0.013055842,0
141212,BisonS018784,Atoka,OK,8/1/19,1,8,Aug,60,535,8.92,-96.36,34.15,1098.670044,16.87999916,0.002289417,0.058228941,0.857321815,0.082159828,0
141213,BisonS018959,Atoka,OK,9/1/19,1,9,Sep,78.7,591.6,7.52,-96.36,34.15,1098.670044,16.87999916,0.013325961,0.020624827,0.813657728,0.15034559,0.002045895
,S016534,Jamestown,ND,7/18/18,0,7,Jul,57,590.1,10.35,-98.71,46.91,496.4,5.3,0.34822317,0.013681593,0.560945274,0.04925373,0.027896233
,S016542,Jamestown,ND,7/18/18,0,7,Jul,64.6,594.6,9.2,-98.71,46.91,496.4,5.3,0.533978072,0.062577575,0.342573439,0.053371949,0.007498965
,S017988,Jamestown,ND,9/27/18,0,9,Sep,78,582.4,7.5,-98.7,46.89,496.4,5.3,0.753747296,0.008427159,0.060786123,0.056019888,0.121019534
141002,BisonS018894,Jamestown,ND,4/22/19,1,5,May,57.4,570.2,9.93,-98.71,46.91,494.6300049,5.329999924,0.749031564,0.011477761,0.148923959,0.080738882,0.009827834
141003,BisonS018845,Jamestown,ND,5/7/19,1,5,May,79,602.5,7.63,-98.71,46.91,494.6300049,5.329999924,0.761889019,0.209841846,0.006447346,0.021821789,0
141004,BisonS018851,Jamestown,ND,6/1/19,1,6,Jun,95.1,618.5,6.5,-98.71,46.91,494.6300049,5.329999924,0.934746817,0.057583424,0.007669759,0,0
141005,BisonS018882,Jamestown,ND,7/5/19,1,7,Jul,81.8,604,7.38,-98.71,46.91,494.6300049,5.329999924,0.632710358,0.113937312,0.253352329,0,0
141006,BisonS018828,Jamestown,ND,8/2/19,1,8,Aug,83.6,594.6,7.11,-98.71,46.91,494.6300049,5.329999924,0.143765066,0.010957704,0.841168091,0.004109139,0
141007,BisonS018708,Jamestown,ND,9/4/19,1,9,Sep,72.7,587.6,8.08,-98.71,46.91,494.6300049,5.329999924,0.380990071,0.001870773,0.613613469,0.003525687,0
,S016535,Westville,IN,6/23/18,0,6,Jun,110.4,615.1,5.6,-86.9,41.54,1006.63,9.8,0.294321368,0.127045968,0.557793191,0.019797258,0.001042215
,S017990,Westville,IN,9/25/18,0,9,Sep,147.4,642.2,4.4,-86.9,41.54,1006.63,9.8,0.177914959,0.047582717,0.667475899,0.107026425,0
,S016578,Rice Lake,WI,6/25/18,0,6,Jun,113.9,637.5,5.6,-91.75,45.61,819.43,5.6,0.49937537,0.185022028,0.242882502,0.019725163,0.052994936
,S017996,Rice Lake,WI,9/27/18,0,9,Sep,121,647.7,5.4,-91.75,45.61,819.43,5.6,0.757766258,0.169008851,0.026349848,0.044193831,0.002681212
140503,BisonS018839,Rice Lake,WI,4/8/19,1,4,Apr,80.9,557.1,6.89,-91.74,45.51,805.0900269,6.090000153,0.170894899,0.025880494,0.803224607,0,0
140504,BisonS018971,Rice Lake,WI,5/3/19,1,5,May,103.8,586.7,5.65,-91.74,45.51,805.0900269,6.090000153,0.070325638,0.002828313,0.926502065,0.000343984,0
140505,BisonS018722,Rice Lake,WI,6/4/19,1,6,Jun,155.1,683,4.4,-91.74,45.51,805.0900269,6.090000153,0.312209612,0.422347476,0.118059258,0.018051641,0.129332013
140506,BisonS018706,Rice Lake,WI,9/9/19,1,9,Sep,100.9,608.5,6.03,-91.74,45.51,805.0900269,6.090000153,0.391038461,0.003846154,0.605115386,0,0
,S018043,Pineville,MO,9/24/18,0,9,Sep,126.6,628.4,5,-94.28,36.53,1165.89,14.2,0.456022522,0.009604274,0.060008664,0.432842277,0.041522264
,S018044,Pineville,MO,9/24/18,0,9,Sep,151.6,640.3,4.2,-94.28,36.53,1165.89,14.2,0.466570262,0.037853008,0.029346717,0.456788025,0.009441988
,S016574,Cedar Point,KS,6/22/18,0,6,Jun,75.6,604.9,8,-96.79,38.22,884.38,13,0.148783285,0.108005643,0.614089226,0.126344559,0.002777288
,S017991,Cedar Point,KS,10/7/18,0,10,Oct,69,557.5,8.08,-96.79,38.22,884.38,13,0.152462676,0.033000638,0.747215454,0.064021143,0.00330009
,S016558,Leola,SD,6/18/18,0,6,Jun,94.6,624.2,6.6,-99.14,45.72,521.57,5.8,0.661533025,0.138345422,0.037525522,0.091536181,0.07105985
140572,Bison140572,Leola,SD,4/22/19,1,5,May,75.8,578.5,7.63,-98.94,45.72,523.3499756,6.239999771,0.848632813,0.038611777,0.069936899,0.040339544,0.002478967
140573,BisonS018981,Leola,SD,5/5/19,1,5,May,123.4,642.8,5.21,-98.94,45.72,523.3499756,6.239999771,0.897312299,0.071355536,0,0.031332165,0
140574,BisonS018871,Leola,SD,6/3/19,1,6,Jun,115.5,638,5.52,-98.94,45.72,523.3499756,6.239999771,0.829626335,0.170373665,0,0,0
140575,BisonS018988,Leola,SD,7/31/19,1,8,Aug,102.1,616.6,6.04,-98.94,45.72,523.3499756,6.239999771,0.651256281,0.105624899,0.203436538,0.039682283,0
140576,BisonS018994,Leola,SD,8/9/19,1,8,Aug,99.6,605.6,6.08,-98.94,45.72,523.3499756,6.239999771,0.167422323,0.010668089,0.801273504,0.020636085,0
140577,BisonS018960,Leola,SD,9/6/19,1,9,Sep,73.7,579,7.86,-98.94,45.72,523.3499756,6.239999771,0.012815935,0.009800421,0.977383645,0,0
,S017989,Leola,SD,10/9/18,0,10,Oct,86.7,600.2,6.92,-99.14,45.72,521.57,5.8,0.255399977,0.613915123,0.012807987,0.026592858,0.091284055
140542,BisonS018721,Fox,AR,5/3/19,1,5,May,128.2,623.1,4.86,-92.3,35.79,1310.339966,14.07999992,0.477250165,0.293762408,0.086532099,0.104980145,0.037475182
140543,Bison140543,Fox,AR,6/9/19,1,6,Jun,127,621.6,4.89,-92.3,35.79,1310.339966,14.07999992,0.412156383,0.0521686,0.416127063,0.117470983,0.00207697
140544,BisonS018832,Fox,AR,7/4/19,1,7,Jul,150.3,663.1,4.41,-92.3,35.79,1310.339966,14.07999992,0.10545892,0.071819275,0.650530578,0.172191226,0
140545,BisonS018858,Fox,AR,8/9/19,1,8,Aug,98.1,615.2,6.27,-92.3,35.79,1310.339966,14.07999992,0.018049523,0.003327881,0.954989002,0.023633594,0
140546,BisonS018964,Fox,AR,9/3/19,1,9,Sep,88,586,6.66,-92.3,35.79,1310.339966,14.07999992,0.066311494,0.068861936,0.743368851,0.120777601,0.000680118
,S016546,Fox,AR,6/21/18,0,6,Jun,111.3,623.9,5.6,-92.37,35.85,1289.63,14.6,0.155337397,0.005114668,0.794877148,0.043557135,0.001113653
,S018002,Fox,AR,9/24/18,0,9,Sep,103,602.7,5.9,-92.37,35.85,1289.63,14.6,0.179105508,0.028223052,0.302101559,0.459585099,0.030984782
140983,BisonS018855,Kingsville,MO,5/3/19,1,5,May,121.6,633.3,5.21,-94.07,38.74,1114.900024,12.47999954,0.661842471,0.160265331,0.041098433,0.046618425,0.09017534
141146,BisonS018816,Kingsville,MO,6/1/19,1,6,Jun,133.9,646.6,4.83,-94.07,38.74,1114.900024,12.47999954,0.431908155,0.044910708,0.469033166,0.03145069,0.022697282
,S016577,Limon,CO,6/21/18,0,6,Jun,55.6,579.1,10.4,-103.74,39.2,398.59,8.8,0.326789625,0.32293527,0.000112648,0.28436623,0.065796228
,S017995,Limon,CO,9/25/18,0,9,Sep,67.9,621.1,9.1,-103.74,39.2,398.59,8.8,0.238234223,0.068223276,0.261218533,0.431715918,0.00060805
,S017999,Limon,CO,9/26/18,0,9,Sep,76.2,616,8.1,-103.74,39.2,398.59,8.8,0.02025208,0.051455902,0.019643631,0.908561452,8.69E-05
,S018000,Limon,CO,9/26/18,0,9,Sep,90.4,625.2,6.9,-103.74,39.2,398.59,8.8,0.024401691,0.055466921,0.139371201,0.731769133,0.048991053
141214,BisonS018854,Limon,CO,4/9/19,1,4,Apr,79.8,615.1,7.71,-103.69,39.26,393.6799927,8.869999886,0.26325992,0.012455663,0.158954054,0.565330363,0
141216,BisonS018806,Limon,CO,6/8/19,1,6,Jun,111.8,640.4,5.73,-103.69,39.26,393.6799927,8.869999886,0.628356579,0.2309525,0.140690921,0,0
141217,BisonS018993,Limon,CO,7/6/19,1,7,Jul,83.9,611.8,7.29,-103.69,39.26,393.6799927,8.869999886,0.451704544,0.043969525,0.493930786,0.010395144,0
141218,BisonS018873,Limon,CO,8/10/19,1,8,Aug,79.3,594.3,7.49,-103.69,39.26,393.6799927,8.869999886,0.06746955,0.545367455,0.009032435,0.37813056,0
141219,BisonS018952,Limon,CO,9/5/19,1,9,Sep,82.8,612.3,7.39,-103.69,39.26,393.6799927,8.869999886,0.084792531,0.875305102,0.00382044,0.036081927,0
141187,BisonS019248,Veblen,SD,5/1/19,1,5,May,126.8,642.7,5.07,-97.29,45.86,595.6799927,6.039999962,0.816378458,0.039296989,0.068887528,0.075437026,0
141188,BisonS019249,Veblen,SD,6/1/19,1,6,Jun,128,650.5,5.08,-97.29,45.86,595.6799927,6.039999962,0.548891198,0.359514024,0.061108351,0.013820514,0.016665913
141190,BisonS019250,Veblen,SD,7/1/19,1,7,Jul,102.8,617.6,6.01,-97.29,45.86,595.6799927,6.039999962,0.052870714,0.003186404,0.942939754,0.001003128,0
141191,BisonS019251,Veblen,SD,8/1/19,1,8,Aug,82.2,583.7,7.1,-97.29,45.86,595.6799927,6.039999962,0.26432652,0.004417221,0.692561399,0.038694859,0
141193,BisonS019252,Veblen,SD,9/1/19,1,9,Sep,87,587.8,6.76,-97.29,45.86,595.6799927,6.039999962,0.029866289,0.094347482,0.861623693,0.014162536,0
,S016576,Winona,MN,6/23/18,0,6,Jun,132.2,629.3,4.8,-91.7,44.01,882.46,7.3,0.82486217,0.068419299,0.010293941,0.075762322,0.020662268
,S018004,Winona,MN,9/25/18,0,9,Sep,155.3,638.8,4.1,-91.7,44.01,882.46,7.3,0.590030032,0.275367883,0.037291029,0.096617628,0.000693428
140536,BisonS018929,Winona,MN,4/6/19,1,4,Apr,109.5,601.1,5.49,-91.64,44.05,863.9500122,8.369999886,0.972424602,0.00402406,0.012749915,0.010166046,0.000635378
140537,BisonS018736,Winona,MN,5/5/19,1,5,May,159.5,641.3,4.02,-91.64,44.05,863.9500122,8.369999886,0.994302208,0.003673576,0.001424449,0,0.000599767
140538,BisonS018811,Winona,MN,6/1/19,1,6,Jun,162.8,666.3,4.09,-91.64,44.05,863.9500122,8.369999886,0.925148422,0.074851578,0,0,0
140539,BisonS018857,Winona,MN,7/6/19,1,7,Jul,144.3,643.7,4.46,-91.64,44.05,863.9500122,8.369999886,0.721064989,0.067635746,0.208651781,0.002647485,0
140540,BisonS018979,Winona,MN,8/4/19,1,8,Aug,154.4,651.6,4.22,-91.64,44.05,863.9500122,8.369999886,0.70653294,0.177783883,0.115683177,0,0
140541,BisonS018961,Winona,MN,9/2/19,1,9,Sep,153.2,657.4,4.29,-91.64,44.05,863.9500122,8.369999886,0.599878868,0.316577008,0.082510956,0,0.001033169
,S016551,Garden city,KS,6/22/18,0,6,Jun,114.5,676,5.9,-100.87,37.97,490.69,12.2,0.004099585,0.787386052,0.0000621,0.208142094,0.000310203
,S018010,Garden city,KS,9/25/18,0,9,Sep,65.5,569.1,8.7,-100.88,37.95,490.6,12.2,0.035652754,0.037300606,0.003295669,0.923601098,0.000149873
140578,Bison140578,Garden city,KS,4/8/19,1,4,Apr,83.4,560.8,6.72,-100.87,37.97,490.6900024,12.23999977,0.013720317,0.501846965,0.103957784,0.380474934,0
140579,Bison140579,Garden city,KS,5/8/19,1,5,May,94.1,589.3,6.26,-100.87,37.97,490.6900024,12.23999977,0.070500745,0.237481408,0.032126922,0.659097668,0.000793257
140580,Bison140580,Garden city,KS,6/7/19,1,6,Jun,109.1,622,5.7,-100.87,37.97,490.6900024,12.23999977,0.037300178,0.914103019,0,0.048596803,0
140581,BisonS018935,Garden city,KS,7/5/19,1,7,Jul,112.9,605.3,5.36,-100.87,37.97,490.6900024,12.23999977,0.09387526,0.882475549,0.003527337,0.020121854,0
140582,Bison140582,Garden city,KS,8/2/19,1,8,Aug,111.9,587.2,5.25,-100.87,37.97,490.6900024,12.23999977,0.020684168,0.90188279,0,0.077433042,0
140583,BisonS018946,Garden city,KS,9/6/19,1,9,Sep,64.4,553.8,8.6,-100.87,37.97,490.6900024,12.23999977,0.002241444,0.641369004,0,0.356389552,0
,S016585,Fort Yates,ND,9/25/18,0,9,Sep,63.4,598.1,9.4,-100.63,46.09,423.06,7.2,0.6404066,0.081321472,0.247423403,0.030777926,7.06E-05
,S016592,Fort Yates,ND,9/25/18,0,9,Sep,67.3,605.4,9,-100.63,46.09,423.06,7.2,0.351457691,0.092738325,0.518601325,0.037202659,0
,S016594,Fort Yates,ND,9/25/18,0,9,Sep,61.8,608,9.8,-100.63,46.09,423.06,7.2,0.661408179,0.11078431,0.175846697,0.05178256,0.000178254
,S016595,Fort Yates,ND,9/25/18,0,9,Sep,61.4,598.5,9.7,-100.63,46.09,423.06,7.2,0.471371197,0.105007382,0.376434976,0.047186445,0
,S016598,Fort Yates,ND,9/25/18,0,9,Sep,59.3,610.1,10.3,-100.63,46.09,423.06,7.2,0.60034549,0.09298311,0.272314169,0.03426638,9.09E-05
,S016599,Fort Yates,ND,9/25/18,0,9,Sep,65.9,608,9.2,-100.63,46.09,423.06,7.2,0.073000258,0.012425576,0.908879107,0.005436192,0.000258866
,S016561,Clayton,WI,6/27/18,0,6,Jun,129.2,637.1,4.9,-92.12,45.29,823.83,6.1,0.352309163,0.426899927,0.088653879,0.020982168,0.111154862
141249,Bison141249,Fort Pierre,SD,4/3/19,1,4,Apr,43.7,573.2,13.12,-100.37,44.35,448.2900085,8.260000229,0.025391966,0.003695296,0.958612679,0.012300059,0
141250,Bison141250,Fort Pierre,SD,5/8/19,1,5,May,74,623,8.42,-100.37,44.35,448.2900085,8.260000229,0.810527199,0.0282908,0.132555406,0.028626595,0
141251,Bison141251,Fort Pierre,SD,6/10/19,1,6,Jun,109.4,645.6,5.9,-100.37,44.35,448.2900085,8.260000229,0.307929281,0.445352263,0.152558264,0.011518886,0.082641307
141252,Bison141252,Fort Pierre,SD,7/15/19,1,7,Jul,86.6,624.9,7.22,-100.37,44.35,448.2900085,8.260000229,0.098176884,0.355124196,0.539205852,0.006726061,0.000767007
141253,Bison141253,Fort Pierre,SD,8/14/19,1,8,Aug,65.8,597.6,9.08,-100.37,44.35,448.2900085,8.260000229,0.011632081,0.006534071,0.981833848,0,0
141254,BisonS018958,Fort Pierre,SD,9/16/19,1,9,Sep,51.4,567.5,11.04,-100.37,44.35,448.2900085,8.260000229,0.365979617,0.114254376,0.500479868,0.019286139,0
140559,BisonS018889,Santa Ysabel,CA,4/5/19,1,4,Apr,143.9,622.3,4.32,-116.6,33.08,673.9500122,13.97000027,0.117574528,0.658446363,0.102270254,0,0.121708856
140560,BisonS018820,Santa Ysabel,CA,5/4/19,1,5,May,118.9,595.5,5.01,-116.6,33.08,673.9500122,13.97000027,0.185425411,0.549217856,0.039679512,0,0.225677221
140561,BisonS018891,Santa Ysabel,CA,6/7/19,1,6,Jun,85.7,576.2,6.72,-116.6,33.08,673.9500122,13.97000027,0.63661544,0.029932094,0.327823447,0,0.00562902
140562,BisonS018768,Santa Ysabel,CA,7/2/19,1,7,Jul,82.1,567.1,6.91,-116.6,33.08,673.9500122,13.97000027,0.005259758,0.015686998,0.979053244,0,0
140563,Bison140563,Santa Ysabel,CA,8/8/19,1,8,Aug,101.9,580.5,5.7,-116.6,33.08,673.9500122,13.97000027,0.041965072,0.234074632,0.719060184,0.001382083,0.00351803
140564,BisonS018996,Santa Ysabel,CA,9/4/19,1,9,Sep,93.3,575.5,6.17,-116.6,33.08,673.9500122,13.97000027,0.107087429,0.429679995,0.417559677,0,0.045672899
,S016572,Olney,TX,6/19/18,0,6,Jun,71.4,605.3,8.5,-98.76,33.38,762.19,17.8,0.023573309,0.048156857,0.724795607,0.202516098,0.000958128
,S018023,Olney,TX,9/29/18,0,9,Sep,82.8,609.1,7.4,-98.76,33.38,762.19,17.8,0.199040767,0.160923892,0.171399722,0.468509403,0.000126215
140977,Bison140977,Olney,TX,4/27/19,1,5,May,99.7,634.6,6.37,-98.75,33.37,764.7600098,17.8199997,0.575931926,0.186385738,0.203079418,0.033225285,0.001377634
140978,Bison140978,Olney,TX,5/16/19,1,5,May,69.3,572.3,8.26,-98.75,33.37,764.7600098,17.8199997,0.022294022,0.899192247,0.0365105,0.042003231,0
140979,Bison140979,Olney,TX,6/8/19,1,6,Jun,49.6,584,11.77,-98.75,33.37,764.7600098,17.8199997,0.044263991,0.160735612,0.579651301,0.215349096,0
140980,Bison140980,Olney,TX,7/8/19,1,7,Jul,71.5,601,8.41,-98.75,33.37,764.7600098,17.8199997,0.162972243,0.153816501,0.179741711,0.502698535,0.00077101
140981,Bison140981,Olney,TX,8/18/19,1,8,Aug,40.2,572.2,14.23,-98.75,33.37,764.7600098,17.8199997,0,0.272727273,0,0.727272727,0
140982,Bison140982,Olney,TX,9/8/19,1,9,Sep,45.1,569.6,12.63,-98.75,33.37,764.7600098,17.8199997,0.067901869,0.241736808,0.008057894,0.682303429,0
